web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728757004-91","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","সীমিত পরিসরে উন্মুক্ত হচ্ছে বাংলাদেশ শিল্পকলা একাডেমির নাট্যশালা ও মহড়া কক্ষ। সম্প্রতি এমন সিদ্ধান্তের কথা জানায় কর্তৃপক্ষ। জানা গেছে, গত সোমবার সকাল ১০টায় বাংলাদেশ শিল্পকলা একাডেমি কর্তাদের সঙ্গে সেনাবাহিনীর কর্মকর্তাদের সমন্বয় সভা অনুষ্ঠিত হয়। সভায় জাতীয় নাট্যশালার মূল থিয়েটার হল এবং ১ ও ২ নম্বর কক্ষ নাটক ও মহড়ার জন্য আগামী ১১ অক্টোবর থেকে সীমিত পরিসরে খুলে দেয়ার সিদ্ধান্ত হয়েছে। হল ও মহড়া কক্ষ বরাদ্দের ক্ষেত্রে বিদ্যমান নীতিমালার পাশাপাশি কিছু সতর্কতা অবলম্বনের সিদ্ধান্ত নেয়া হয়েছে।","","",""
"1728757004-92","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","এদিকে বৈষম্য বিরোধী আন্দোলন ও ছাত্র জনতার গণঅভ্যুত্থানের পর সার্বিক নিরাপত্তার স্বার্থে শিল্পকলা একাডেমির জাতীয় নাট্যশালার বিভিন্ন কক্ষে সেনাবাহিনীর কর্মকর্তা ও সদস্যরা অবস্থান করছেন। ৫ আগস্ট পরবর্তী সময় থেকে জাতীয় নাট্যশালার ৩টি মিলনায়তন, ৬টি মহড়া কক্ষ, সেমিনার কক্ষ, আর্কাইভ কক্ষ সাংস্কৃতিক সংগঠনের অনুকূলে বরাদ্দ প্রদান করা সম্ভব হয়নি। এবার দুই মাস পর ১১ অক্টোবর থেকে শিল্পকলার স্বাভাবিক কার্যক্রম শুরু হচ্ছে। তবে পরিস্থিতি বিবেচনায় কিছু নির্দেশনা অনুসরণের সিদ্ধান্ত হয়েছে। জাতীয় নাট্যশালার মূল হল, নাটক মঞ্চায়নের জন্য বিবেচ্য নাট্যদলকে ১ শিফটে একটি প্রদর্শনীর জন্য বরাদ্দ দেয়া হবে। বরাদ্দপ্রাপ্ত দলকে অবশ্যই তাদের উপস্থিত সদস্যবৃন্দের তালিকা সংগঠনের প্যাডে লিখিতভাবে নাট্যকলা ও চলচ্চিত্র বিভাগের দফতর কক্ষে জমা দিতে হবে। জাতীয় নাট্যশালার মূল গেটে দর্শক প্রবেশের জন্য নাটক প্রদর্শনীর ২ ঘণ্টা পূর্বে খুলে দেয়া হবে। হল বরাদ্দ ব্যতীত মূল গেট খোলা হবে না। জাতীয় নাট্যশালার মূল হলে যেসব দল নাটক মঞ্চায়ন করবে দুটি মহড়া কক্ষ অগ্রাধিকার ভিত্তিতে বরাদ্দ দেয়া হবে। মূল গেট দিয়ে কেবল বরাদ্দপ্রাপ্ত সংগঠনের সদস্য, মহড়া কক্ষ ব্যবহারকারী সংগঠনের সদস্য, শিল্পকলা একাডেমির স্টাফ, সেনাসদস্য এবং টিকিট/আমন্ত্রণপত্র প্রদর্শনী সাপেক্ষে দর্শনার্থী প্রবেশ করতে পারবেন। গণমাধ্যমকর্মীরা অফিস পরিচয়পত্র প্রদর্শন করে প্রবেশ করতে পারবেন। প্রসঙ্গত, অন্তর্বর্তী সরকারের তরফে বাংলাদেশ শিল্পকলা একাডেমির মহাপরিচালক হিসেবে ৯ সেপ্টেম্বর থেকে যুক্ত হয়েছেন নাট্যজন ও শিক্ষক সৈয়দ জামিল আহমেদ।","","",""
"1728757004-93","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","","uploads/news/main/130770_Untitled-7.webp","",""
"1728757004-94","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","","","বিনোদন",""
"1728757004-95","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","","","","(৪ দিন আগে) ৮ অক্টোবর ২০২৪, মঙ্গলবার, ২:৫৬ অপরাহ্ন"
"1728757004-96","https://mzamin.com/category.php?cat=6#gsc.tab=0","দুই মাস পর উন্মুক্ত হচ্ছে শিল্পকলা একাডেমি","https://mzamin.com/news.php?news=130770","","","","","সর্বশেষ আপডেট: ২:৫৯ অপরাহ্ন"
"1728757006-97","https://mzamin.com/category.php?cat=6#gsc.tab=0","প্রতিবাদী শোলাঙ্কি","https://mzamin.com/news.php?news=130801","প্রতিবাদী শোলাঙ্কি","","","",""
"1728757006-98","https://mzamin.com/category.php?cat=6#gsc.tab=0","প্রতিবাদী শোলাঙ্কি","https://mzamin.com/news.php?news=130801","","অভিনেত্রী শোলাঙ্কি রায়ের আগামী ছবি ‘ভাগ্যলক্ষ্মী’তে সামপ্রতিক কলকাতার একাধিক সমস্যা উঠে আসতে চলেছে। এদিকে বাস্তবে কলকাতা উত্তাল আরজি কর-কাণ্ডে। ঘটনার তীব্র প্রতিবাদ জানিয়ে শোলাঙ্কি প্রতি মুহূর্তে সরব। প্রতিবাদ মিছিলেও পা মিলিয়েছেন। শোলাঙ্কি বলেন, নানাভাবে আরজি কর-কাণ্ড ভুলিয়ে দেয়ার চেষ্টা চলছে। কিন্তু, এটা ভুলে যাওয়া যাবে না। মানুষ এবার শিরদাঁড়া সোজা করে দাঁড়িয়েছে।","","",""
"1728757006-99","https://mzamin.com/category.php?cat=6#gsc.tab=0","প্রতিবাদী শোলাঙ্কি","https://mzamin.com/news.php?news=130801","","","uploads/news/main/130801_pro.webp","",""
"1728757006-100","https://mzamin.com/category.php?cat=6#gsc.tab=0","প্রতিবাদী শোলাঙ্কি","https://mzamin.com/news.php?news=130801","","","","বিনোদন",""
"1728757009-101","https://mzamin.com/category.php?cat=6#gsc.tab=0","কপ-২৯ সম্মেলনে ‘লতিকা’","https://mzamin.com/news.php?news=130802","কপ-২৯ সম্মেলনে ‘লতিকা’","","","",""
"1728757009-102","https://mzamin.com/category.php?cat=6#gsc.tab=0","কপ-২৯ সম্মেলনে ‘লতিকা’","https://mzamin.com/news.php?news=130802","","বাংলাদেশের বিলুপ্ত এক সম্প্রদায় নিয়ে নির্মিত স্বল্পদৈর্ঘ্য প্রামাণ্য চলচ্চিত্র ‘লতিকা’। এটি এখন আজারবাইজানের ‘ডকুবাকু আন্তর্জাতিক প্রামাণ্য চলচ্চিত্র উৎসবে’র দু’টি বিভাগে প্রতিযোগিতা করছে। ১১ই নভেম্বর থেকে দেশটির বাকু শহরে অনুষ্ঠিত হতে যাচ্ছে ২৯তম জাতিসংঘ জলবায়ু পরিবর্তন সম্মেলন (কপ-২৯)। ‘লতিকা’ নির্মাতা সামছুল ইসলাম স্বপন জানিয়েছেন, ডকুবাকু উৎসবে অংশ নেয়ার সূত্র ধরে ছবিটি কপ-২৯ সম্মেলনেও যুক্ত হলো।","","",""
"1728757009-103","https://mzamin.com/category.php?cat=6#gsc.tab=0","কপ-২৯ সম্মেলনে ‘লতিকা’","https://mzamin.com/news.php?news=130802","","","uploads/news/main/130802_kop.webp","",""
"1728757009-104","https://mzamin.com/category.php?cat=6#gsc.tab=0","কপ-২৯ সম্মেলনে ‘লতিকা’","https://mzamin.com/news.php?news=130802","","","","বিনোদন",""
"1728757011-105","https://mzamin.com/category.php?cat=6#gsc.tab=0","তারপরও কথা রাখলেন হিনা","https://mzamin.com/news.php?news=130803","তারপরও কথা রাখলেন হিনা","","","",""
"1728757011-106","https://mzamin.com/category.php?cat=6#gsc.tab=0","তারপরও কথা রাখলেন হিনা","https://mzamin.com/news.php?news=130803","","ক্যান্সারের সঙ্গে লড়াই করছেন অভিনেত্রী হিনা খান। নিচ্ছেন একের পর এক কেমো। সম্প্রতি একটি অনুষ্ঠানে গিয়ে প্রায় পড়েই যাচ্ছিলেন হিনা। এক পোস্টে অভিনেত্রী লিখেন, আপনারা জানেন আমার স্নায়বিক যন্ত্রণার কথা। এর কারণে এক মিনিটের বেশি দাঁড়িয়ে থাকা খুবই কঠিন। আসলে এই অনুষ্ঠানে যোগ দেবো, কথা দিয়েছিলাম কয়েক মাস আগে। কথা রাখতেই এখানে আসা।","","",""
"1728757011-107","https://mzamin.com/category.php?cat=6#gsc.tab=0","তারপরও কথা রাখলেন হিনা","https://mzamin.com/news.php?news=130803","","","uploads/news/main/130803_tar.webp","",""
"1728757011-108","https://mzamin.com/category.php?cat=6#gsc.tab=0","তারপরও কথা রাখলেন হিনা","https://mzamin.com/news.php?news=130803","","","","বিনোদন",""
"1728757014-109","https://mzamin.com/category.php?cat=6#gsc.tab=0","দায়িত্ব পেয়ে যা বললেন মম","https://mzamin.com/news.php?news=130804","দায়িত্ব পেয়ে যা বললেন মম","","","",""
"1728757014-110","https://mzamin.com/category.php?cat=6#gsc.tab=0","দায়িত্ব পেয়ে যা বললেন মম","https://mzamin.com/news.php?news=130804","","সরকারি অনুদানের জন্য চলচ্চিত্র বাছাইয়ের কার্যক্রমের অংশ হিসেবে ‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি’ পুনর্গঠন করা হয়েছে। ১০ সদস্যের অনুদান কমিটির সদস্য হয়ে অভিনেত্রী জাকিয়া বারী মম বলেন, দেশের মানুষের টাকায় যে সিনেমা নির্মিত হবে, সেটা যেন ভালো কিছুই হয়, সে লক্ষ্যেই কাজ করবো। আমি সাধারণ শিল্পী, খেটে খাওয়া মানুষ। অভিনয়টা যেমন আন্তরিকতা ও সততার সঙ্গে করি, এখানেও সে চেষ্টা অব্যাহত থাকবে।","","",""
"1728757014-111","https://mzamin.com/category.php?cat=6#gsc.tab=0","দায়িত্ব পেয়ে যা বললেন মম","https://mzamin.com/news.php?news=130804","","","uploads/news/main/130804_da.webp","",""
"1728757014-112","https://mzamin.com/category.php?cat=6#gsc.tab=0","দায়িত্ব পেয়ে যা বললেন মম","https://mzamin.com/news.php?news=130804","","","","বিনোদন",""
"1728757016-113","https://mzamin.com/category.php?cat=6#gsc.tab=0","একদিনে দুই প্রাপ্তি","https://mzamin.com/news.php?news=130805","একদিনে দুই প্রাপ্তি","","","",""
"1728757016-114","https://mzamin.com/category.php?cat=6#gsc.tab=0","একদিনে দুই প্রাপ্তি","https://mzamin.com/news.php?news=130805","","গতকাল কলকাতার প্রেক্ষাগৃহে মুক্তি পায় মিঠুন চক্রবর্তী অভিনীত সিনেমা ‘শাস্ত্রী’। একই দিনে ৭০তম জাতীয় চলচ্চিত্র পুরস্কার অনুষ্ঠানে ‘দাদাসাহেব ফালকে’ পুরস্কার গ্রহণ করেন এই অভিনেতা। তাই একদিনে এই দুই প্রাপ্তির বিষয়টিকে অন্যরকম একটি দিন হিসেবে দেখছেন মিঠুন। সোহম চক্রবর্তীর প্রযোজনায় ‘শাস্ত্রী’ সিনেমার মুখ্য চরিত্রে অভিনয় করেছেন বাংলার ‘মহাগুরু’।","","",""
"1728757016-115","https://mzamin.com/category.php?cat=6#gsc.tab=0","একদিনে দুই প্রাপ্তি","https://mzamin.com/news.php?news=130805","","","uploads/news/main/130805_ek.webp","",""
"1728757016-116","https://mzamin.com/category.php?cat=6#gsc.tab=0","একদিনে দুই প্রাপ্তি","https://mzamin.com/news.php?news=130805","","","","বিনোদন",""
"1728757019-117","https://mzamin.com/category.php?cat=6#gsc.tab=0","সিঙ্গেলই থাকতে চান মিমি","https://mzamin.com/news.php?news=130806","সিঙ্গেলই থাকতে চান মিমি","","","",""
"1728757019-118","https://mzamin.com/category.php?cat=6#gsc.tab=0","সিঙ্গেলই থাকতে চান মিমি","https://mzamin.com/news.php?news=130806","","এখনো বিয়ে করেননি টালিউডের জনপ্রিয় অভিনেত্রী মিমি চক্রবর্তী। একা কীভাবে ভালো থাকা যায় সেই কৌশল রপ্ত করে নিয়েছেন তিনি। অভিনেত্রী মনে করেন, সিঙ্গেলই থাকতে চাই আমি। কেউ 
যদি একবার একা থাকতে শিখে যায় তার থেকে আর শক্তিশালী কেউ নেই। দুর্গাপূজা উপলক্ষে তার বাড়িতে মণ্ডপ সাজানো হয়েছে, আত্মীয়স্বজনদের জন্য নতুন পোশাকও কিনেছেন তিনি। সম্প্রতি এক সাক্ষাৎকারে মিমি জানিয়েছেন, এই 
পূজায় নিজের বাড়িতে লাল-হলুদ রঙের মণ্ডপ তৈরি করেছেন তিনি। পূজা উপলক্ষে এক মাস আগেই পরিবার- পরিজনদের জন্য নতুন পোশাক কিনেছেন। তবে নিজের জন্য রেখেছেন অন্যরকম উপহার। তা হলো নিজেকে ভালো রাখা। নিজেকে ভালো রাখার জন্য সুন্দর একটি পরিকল্পনা সাজিয়েছেন মিমি। ১০ বছর পরে কী হবেন, সেই বিষয়ে কোনো পরিকল্পনা নেই। তবে প্রতিটি মুহূর্ত উপভোগ্য করে তুলতে চান এই নায়িকা। অভিনেত্রী বলেন, আমি খুব আনন্দে থাকতে চাই আর ভালো করে ঘুমাতে চাই। কে কী বললো, আমিই বা কাকে কী বললাম সেসব নিয়ে প্রভাবিত হতে চাই না।  তবে তার মানে এই নয় যে, একাকিত্ব তাকে গ্রাস করছে। আমার মনে হয় যদি কেউ একবার একা থাকা শিখে যায়, তবে তার থেকে শক্তিশালী নারী আর কেউ নেই।","","",""
"1728757019-119","https://mzamin.com/category.php?cat=6#gsc.tab=0","সিঙ্গেলই থাকতে চান মিমি","https://mzamin.com/news.php?news=130806","","","uploads/news/main/130806_sing.webp","",""
"1728757019-120","https://mzamin.com/category.php?cat=6#gsc.tab=0","সিঙ্গেলই থাকতে চান মিমি","https://mzamin.com/news.php?news=130806","","","","বিনোদন",""
"1728757021-121","https://mzamin.com/category.php?cat=6#gsc.tab=0","অন্য এক অধরা","https://mzamin.com/news.php?news=130807","অন্য এক অধরা","","","",""
"1728757021-122","https://mzamin.com/category.php?cat=6#gsc.tab=0","অন্য এক অধরা","https://mzamin.com/news.php?news=130807","","চলতি প্রজন্মের চিত্রনায়িকা অধরা খান। এরইমধ্যে বেশ কয়েকটি সিনেমায় অভিনয় করে সম্ভাবনার জানান দিয়েছেন। এরই মধ্যে এ নায়িকা কাজ শেষ করেছেন নতুন দু’টি ভিন্নধর্মী গল্পের ছবিতে। ছবি দু’টি হচ্ছে- সৈয়দ ওহিদুজ্জামান ডায়মন্ডের ‘দখিন দুয়ার’ এবং জাহিদ হোসেনের ‘ঋতুকামিনী’। এ দু’টি ছবিতেই ক্যারিয়ারের সবচেয়ে ভিন্নধর্মী চরিত্রে দেখা যাবে অধরাকে। ‘দখিন দুয়ার’-এ খেয়া আর ‘ঋতুকামিনী’তে কুমকুম চরিত্রে অভিনয় করেছেন তিনি। অধরা বলেন, প্রথম ছবিটির পরিচালক ওহিদুজ্জামান ডায়মন্ড স্যার। তার সম্পর্কে নতুন করে বলার কিছু নেই। তিনি যেসব সিনেমা বানিয়েছেন সবই প্রশংসিত হয়েছে। তার ‘দখিন দুয়ার’-এ কাজ করে নতুন অভিজ্ঞতা অর্জন করেছি। অনেক কিছু শিখেছি। অন্যদিকে জাহিদ হোসেনের ‘ঋতুকামিনী’ নিয়ে তিনি বলেন, সিনেমার যখন শুটিং করি তখন আমি বেশ অসুস্থ। ঠাণ্ডা-জ্বর তুমুল। সে অবস্থাতেই টানা ২০ দিনের শুটিং শেষ করি ঢাকার বাইরে। এতে আমি কাজ করেছি আবদুন নূর সজলের বিপরীতে। এখানেও দর্শক নতুন একটি চরিত্রে আমাকে পাবেন। আমার আগের ছবিগুলোতে গ্ল্যামারাস রূপে আমাকে দেখেছেন দর্শক। তবে এ দু’টি ছবিতে আমি বেশ অন্যরকম। সাদামাটা এক অধরা খানকে পাবেন দর্শক।","","",""
"1728757021-123","https://mzamin.com/category.php?cat=6#gsc.tab=0","অন্য এক অধরা","https://mzamin.com/news.php?news=130807","","","uploads/news/main/130807_onno.webp","",""
"1728757021-124","https://mzamin.com/category.php?cat=6#gsc.tab=0","অন্য এক অধরা","https://mzamin.com/news.php?news=130807","","","","বিনোদন",""
"1728757024-125","https://mzamin.com/category.php?cat=6#gsc.tab=0","আবরার ফাহাদকে নিয়ে শর্টফিল্ম","https://mzamin.com/news.php?news=130808","আবরার ফাহাদকে নিয়ে শর্টফিল্ম","","","",""
"1728757024-126","https://mzamin.com/category.php?cat=6#gsc.tab=0","আবরার ফাহাদকে নিয়ে শর্টফিল্ম","https://mzamin.com/news.php?news=130808","","২০১৯ সালের ৭ই অক্টোবর ছাত্রলীগ সন্ত্রাসীদের নৃশংসতার বলি হন বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়ের (বুয়েট) শিক্ষার্থী আবরার ফাহাদ। সেই নির্মম হত্যার ঘটনা বিশ্বকে জানাতে শর্টফিল্ম নির্মাণের উদ্যোগ নিয়েছিলেন জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ের শিক্ষার্থী শেখ জিসান আহমেদ। আবরারের পঞ্চম মৃত্যুবার্ষিকী উপলক্ষে সোমবার প্রকাশিত হয়েছে সেই শর্টফিল্মের টিজার। ‘রুম নম্বর ২০১১’- নামের এই শর্টফিল্মে অভিনয় করেছেন প্রায় শতাধিক শিক্ষার্থী। জিসু এন্টারটেইনমেন্ট নামের একটি ইউটিউব চ্যানেলে টিজার প্রকাশ করা হয়। এর আগে, প্রতিষ্ঠানটির পেজ থেকে সিনেমাটির বিষয়ে জানানো হয়। একইসঙ্গে সেই পেজে একটি পোস্টার প্রকাশ করা হয়। প্রসঙ্গত, ভারতীয় আগ্রাসনের প্রতিবাদ করায় বুয়েটের শের-ই-বাংলা হলে আবরার ফাহাদকে পিটিয়ে হত্যা করে একদল ছাত্রলীগ নেতাকর্মী। আলোচিত এই হত্যাকাণ্ডের পর ফুঁসে ওঠেন বুয়েটের শিক্ষার্থীরা। দাবির পরিপ্রেক্ষিতে বিশ্ববিদ্যালয়টিতে নিষিদ্ধ করা হয় ছাত্র-রাজনীতি। আবরার হত্যাকাণ্ডের পর দেশব্যাপী প্রতিবাদের মুখে নিম্ন আদালতে খুনিদের শাস্তি হলেও এখনো উচ্চ আদালতে করা আপিলের নিষ্পত্তি হয়নি। বিচার শেষ করে দ্রুত দোষীদের সাজা নিশ্চিতের দাবি জানিয়েছে শহীদ আবরারের পরিবার।","","",""
"1728757024-127","https://mzamin.com/category.php?cat=6#gsc.tab=0","আবরার ফাহাদকে নিয়ে শর্টফিল্ম","https://mzamin.com/news.php?news=130808","","","uploads/news/main/130808_abrar.webp","",""
"1728757024-128","https://mzamin.com/category.php?cat=6#gsc.tab=0","আবরার ফাহাদকে নিয়ে শর্টফিল্ম","https://mzamin.com/news.php?news=130808","","","","বিনোদন",""
"1728757026-129","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","","","",""
"1728757026-130","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","রাজধানীর প্রবেশমুখগুলোতে লাগামহীন জ্যাম। সেই সঙ্গে শহরের বিভিন্ন জায়গায় ট্রাফিক জ্যামে ঘণ্টার পর ঘণ্টা বসে থেকে জনজীবন অতিষ্ঠ। তবে গেল ৫ই আগস্ট শেখ হাসিনা সরকার পতনের পর বেশ কয়েকদিন এই জ্যাম থেকে কিছুটা স্বস্তিরই আভাস মিলেছিল। কারণ সে সময় রাস্তায় ট্রাফিক সামলানোর দায়িত্ব নিয়েছিল শিক্ষার্থীরা। বর্ষীয়ান অভিনেতা আফজাল হোসেন এমনটাই মনে করেন। সম্প্রতি এক ফেসবুক পোস্টে তিনি বলেন, কিছুদিন আগে যখন ছাত্র-ছাত্রীরা রাস্তায় নেমে যানবাহন চলাচল নিয়ন্ত্রণ করছিল, সে সময়টাতে একদিন অফিসে দাঁড়িয়ে তিনতলা থেকে সে নিয়ন্ত্রণ কার্যক্রম অবাক হয়ে দেখছিলাম। দেখছিলাম, আমাদের অনিয়মের শহর ছুঁ মন্তরে নিয়ম মেনে চলতে পারে। মানুষ ও বিভিন্ন ধরনের যানবাহন এই শহরের রাস্তায় কীভাবে চলাচল করে তা সকলেরই জানা। নিয়ম মানা কারও ধাতে নেই। দীর্ঘকাল ধরে অনিয়ম করতে করতে স্বাভাবিক চরিত্র হয়ে দাঁড়িয়েছে নিয়ম না মানা। যে যত বেয়াড়া সে তত স্মার্ট এই শহরে। অভিনেতার মতে, রাস্তায় চলাচলের যত রকম নিয়ম আছে, কেউই মানতে পছন্দ 
করে না। করতো না। দাঁড়িয়ে দাঁড়িয়ে দেখছিলাম, চাইলেই সব পারা যায়। মনে কথাটা ভেসে ওঠে, বাঙালি শক্তের ভক্ত নরমের যম। তবে এখন আবারো সেই পুরনো জ্যামের চিত্র ফিরে এসেছে রাস্তাঘাটে। রাজধানীর বেশকিছু পয়েন্টে ট্রাফিক ব্যবস্থা যা ইচ্ছে তাই! এই পরিস্থিতি তুলে ধরে আফজাল হোসেন বলেন, পথচলা স্বাধীন করে দেয়া হলো। আবার শহর ও মানুষ নিজের চলা-বলা ফেরত পেয়ে গেল। সবাই চলছে নিজের ইচ্ছামতো, বলছেও যার যার যেমন ইচ্ছা তেমন করে।","","",""
"1728757026-131","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","পাঠকের মতামত","","",""
"1728757026-132","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","আমার মতে এই জ্যামের জন্য গাড়ী চালকরাই দায়ী।","","",""
"1728757026-133","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","Traffic Jam: Yes Mr.Afzal right u are..thanks a lot..don't care style how many days or years together.","","",""
"1728757026-134","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","","uploads/news/main/130809_ei.webp","",""
"1728757026-135","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘এই শহরে যে যত বেয়াড়া সে তত স্মার্ট’","https://mzamin.com/news.php?news=130809","","","","বিনোদন",""
"1728757029-136","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","","","",""
"1728757029-137","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","অন্যায় দেখলেই সোচ্চার হয়ে ওঠেন অভিনেত্রী স্বস্তিকা মুখার্জী। আরজি কর কাণ্ড নিয়ে বেশ সরব তিনি। বিভিন্ন সময় জানিয়েছেন প্রতিবাদ। এদিকে গতকাল মুক্তি পেয়েছে তার অভিনীত পুজার অন্যতম বড় সিনেমা 'টেক্কা'। 'জুলফিকার'-এর পর আবারও দেব-সৃজিত ম্যাজিক রয়েছে বড় পর্দায়। ছবিতে জোড়া ম্যাজিক হিসেবে থাকছে সৃজিত-স্বস্তিকার জুটিও। সম্প্রতি এক সাক্ষাৎকারেও অভিনেত্রী জানান তার যে প্রতিবাদী সত্ত্বা মানুষের সামনে এসেছে, তাতে কখনও হয়তো আর প্রেম হবে কি না বলা মুশকিল।","","",""
"1728757029-138","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","এদিকে সৃজিতের সঙ্গে কাজ প্রসঙ্গে অভিনেত্রী বলেন, কাজের বাইরে আমাদের দেখা হতো। আমার মেয়ে যখন এখানে ছিল, একসঙ্গে বেরিয়েছি। বন্ধু হিসেবে আমাদের সম্পর্কটা ভালো। সৃজিত খুব খেতে ভালোবাসে। আমিও তাই। সেই জন্য নতুন কোনও জায়গার কথা জানতে পারলে আমরা চলে যাই। ফলে 'টেক্কা' করতে গিয়ে মনে হয়নি অনেক বছর পর দেখা হয়েছে। তবে হ্যাঁ, অনেক বছর পর কাজ করলাম তার সঙ্গে। 'টেক্কা' হওয়ার আগেই স্ক্রিপ্ট পড়ে আলোচনা হয়েছিল। আর একটা বিষয় দেখে ভালো লাগল, আমাদের ডিওপি থাকা সত্ত্বেও বেশ কিছু শট সৃজিত নিজে নিয়েছে। পূজায় স্বস্তিকা মুখার্জীর প্রেম হয়েছে? এমন প্রশ্নে অভিনেত্রী বলেন, সারাবছর প্রেম করায় আমি বিশ্বাসী। পুজা কিংবা ভ্যালেন্টাইনস ডে এরকম দিনক্ষণ দেখে আমার প্রেমটা হয় না। আমার প্রেম হয় হুটহাট। এখন তো কাজের ঠেলায় সময়ও পাচ্ছি না। তার মধ্যে আমার যে প্রতিবাদী সত্ত্বা মানুষের সামনে এসেছে, তাতে আর কখনও প্রেম হবে কি না জানি না।","","",""
"1728757029-139","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","","uploads/news/main/130906_swastika.webp","",""
"1728757029-140","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","","","বিনোদন",""
"1728757029-141","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১১:২২ পূর্বাহ্ন"
"1728757029-142","https://mzamin.com/category.php?cat=6#gsc.tab=0","আমার প্রেম হয় হুটহাট, বললেন স্বস্তিকা মুখার্জী","https://mzamin.com/news.php?news=130906","","","","","সর্বশেষ আপডেট: ২:৪৭ অপরাহ্ন"
"1728757032-143","https://mzamin.com/category.php?cat=6#gsc.tab=0","ইভার বিরুদ্ধে ৫০০ কোটি টাকার মানহানি মামলা","https://mzamin.com/news.php?news=130917","ইভার বিরুদ্ধে ৫০০ কোটি টাকার মানহানি মামলা","","","",""
